Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID,HR_z,R_z,RBI_z,SB_z,OBP_z,PA_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,OBP_contribution,PA_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,FPTS/IP,SPTS/IP,RA9-WAR,QS_z,SV_z,HLD_z,ERA_z,WHIP_z,IP_z,QS_contribution,SV_contribution,HLD_contribution,ERA_contribution,WHIP_contribution,IP_contribution
Jake Fraley,CIN,107,462.0,409.0,105,70.0,19.0,1.0,14,56,55.0,44,1.0,90,5,3.0,1.0,,19.0,5.0,0.255589,0.0948,0.194903,0.486396,0.332575,0.412724,0.325773,0.745299,0.157135,5.29165,0.29335,-0.246,0.699375,59.8424,5.79849,102.46,0.453375,-0.81,1.8121740520000456,-6.959999620914459,1.05728,397.760009765625,,,,540.5,5.051401869,540.5,5.051401869,Jake Fraley,19260,641584,0.49753240925143777,0.6014996498174707,0.6208931839114801,1.2194594750678176,1.1713382511712818,0.625524411436812,4.7362473806563,0.107,0.129,0.133,0.262,0.251,0.134,0.037694933993885016,1.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daulton Varsho,TOR,134,581.0,520.0,116,67.0,23.0,4.0,22,68,70.0,50,1.0,145,5,4.0,1.0,,13.0,4.0,0.223528,0.0869,0.248797,0.349281,0.296608,0.4091,0.306531,0.705708,0.185572,5.601,0.264384,1.247,0.121904,66.2585,-1.70575,100.759,1.3689,-3.268,1.873547077178955,-1.1929996013641355,2.07056,364.6000061035156,,,,604.4,4.510447761,604.4,4.510447761,Daulton Varsho,19918,662139,1.5606958154992219,1.0059184155899967,1.1391984169381735,0.6483090009269634,-0.7949472335882315,1.1509956351276913,4.710170050493815,0.335,0.216,0.245,0.139,-0.171,0.247,0.011617603831400203,1.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Smith,LAD,125,494.0,431.0,108,66.0,21.0,2.0,19,62,64.0,50,3.0,87,8,3.0,1.0,,2.0,1.0,0.249736,0.1018,0.176629,0.576349,0.33736,0.438968,0.336035,0.776328,0.189231,3.61122,0.270344,-0.765138,-0.760896,68.0676,10.2804,117.54,-1.52603,1.06407,8.835144758224487,10.089065313339232,3.12147,103.04000091552734,,,,599.7,4.7976,599.7,4.7976,Will Smith,19197,669257,1.162009538156303,0.8037090327037337,0.9318763237274962,-0.3988002016646026,1.432930156100084,0.7668275976394013,4.698552446662415,0.249,0.173,0.2,-0.086,0.308,0.165,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masataka Yoshida,BOS,118,511.0,458.0,129,88.0,26.0,1.0,14,61,62.0,40,2.0,70,9,4.0,1.0,,3.0,1.0,0.281564,0.078,0.136669,0.570722,0.347854,0.433194,0.33984,0.781048,0.15163,3.29145,0.304622,-1.393,-0.803542,71.975,12.1992,117.046,-2.19654,-0.000561644,7.76995587348938,-12.675561834592372,1.25264,432.2799987792969,,,,627.0,5.313559322,627.0,5.313559322,Masataka Yoshida,31837,807799,0.49753240925143777,0.7700074688893566,0.862768959323937,-0.3036084559744603,2.006628264840494,0.841894915309527,4.6752235616402915,0.107,0.165,0.185,-0.065,0.431,0.181,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Cronenworth,SDP,146,630.0,557.0,135,86.0,29.0,4.0,15,70,69.0,57,1.0,120,11,5.0,1.0,,5.0,2.0,0.241874,0.0897001,0.190686,0.470407,0.321854,0.391488,0.313498,0.713342,0.149614,4.24282,0.280121,0.92,-0.850018,75.379,1.68279,104.349,0.0699818,-1.256,3.346226468682289,-3.50600004196167,2.15023,301.44000244140625,,,,654.8,4.484931506,654.8,4.484931506,Jake Cronenworth,18036,630105,0.6304278350324108,1.073321543218751,1.104644734736394,-0.11322496459417553,0.5852302443287095,1.3673661390004062,4.647765531722496,0.135,0.23,0.237,-0.024,0.126,0.294,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Mitchell,MIL,113,490.0,433.0,102,64.0,19.0,3.0,16,57,60.0,48,0.0,146,5,3.0,0.0,,20.0,6.0,0.236016,0.0986999,0.297059,0.332256,0.31761,0.402376,0.315584,0.719986,0.16636,6.0516,0.315072,0.228,0.633068,59.4509,2.13166,101.704,0.861068,-0.6798,1.8596413731575008,-1.329800009727478,1.73995,255.2400054931641,,,,541.0,4.787610619,541.0,4.787610619,Garrett Mitchell,27555,669003,0.7633232608133838,0.6352012136318479,0.7936615949203779,1.31465122075796,0.35321435205748,0.7491646993640777,4.609216341545127,0.164,0.136,0.17,0.282,0.076,0.161,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Walker,STL,134,581.0,527.0,134,85.0,28.0,2.0,18,64,69.0,42,0.0,129,6,4.0,2.0,,8.0,2.0,0.254887,0.0722999,0.222442,0.325029,0.315344,0.42071,0.319905,0.736054,0.165823,4.3322,0.30305,0.113,-0.48898,72.5124,4.54818,106.453,-0.37598,-0.903,4.106995850801468,-7.127999842166901,1.6862,290.5199890136719,,,,638.8,4.767164179,638.8,4.767164179,Jordan Walker,27475,691023,1.0291141123753298,0.8711121603324881,1.104644734736394,0.1723502724762516,0.22933404765441512,1.1509956351276913,4.55755096270257,0.221,0.187,0.237,0.037,0.049,0.247,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Soderstrom,ATH,128,553.0,499.0,116,66.0,21.0,1.0,27,66,76.0,44,2.0,146,6,4.0,1.0,,2.0,1.0,0.2334,0.0791,0.263414,0.300287,0.300044,0.44615,0.320566,0.746194,0.212751,3.05555,0.269928,-0.53,-0.777873,69.3121,4.62326,113.254,-1.30787,0.256861,7.078450560569763,-9.768138885498049,1.62609,299.0799865722656,,,,622.0,4.859375,622.0,4.859375,Tyler Soderstrom,27467,691016,2.2251729444040866,0.9385152879612424,1.3465205101488509,-0.3988002016646026,-0.6071040182621362,1.0273553472004255,4.531659869787867,0.478,0.201,0.289,-0.086,-0.13,0.221,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Lowe,TBR,115,497.0,448.0,110,68.0,24.0,2.0,15,58,60.0,43,3.0,148,2,3.0,1.0,,22.0,5.0,0.245597,0.0862001,0.298001,0.289261,0.312865,0.413517,0.313981,0.726381,0.16792,6.131,0.329224,-0.059,1.74205,59.6591,1.521,108.702,1.68305,-1.075,6.631497263908386,-6.300000071525574,1.74532,165.63999938964844,,,,552.8,4.806956521,552.8,4.806956521,Josh Lowe,19953,666139,0.6304278350324108,0.6689027774462251,0.7936615949203779,1.505034712138245,0.0938092133140796,0.7800747713458941,4.471910904197232,0.135,0.144,0.17,0.323,0.02,0.167,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geraldo Perdomo,ARI,125,539.0,470.0,119,85.0,24.0,3.0,8,63,50.0,58,1.0,86,5,4.0,2.0,,16.0,4.0,0.25308,0.1078,0.159543,0.675679,0.339585,0.363609,0.313126,0.703193,0.110529,5.30746,0.292829,1.135,0.383918,64.3297,1.27852,98.7872,1.51892,-0.119,0.7372171878814697,5.455999799072743,2.49338,451.2000122070313,,,,566.5,4.532,566.5,4.532,Geraldo Perdomo,22799,672695,-0.29984014543440024,0.8374105965181109,0.4481247729025822,0.9338842379973906,1.5545690251631132,0.9655352032367926,4.439683690383589,-0.064,0.18,0.096,0.201,0.334,0.207,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Fitzgerald,SFG,136,588.0,536.0,124,76.0,26.0,3.0,19,66,68.0,39,0.0,177,8,4.0,1.0,,19.0,5.0,0.23079,0.0657,0.300302,0.21878,0.289722,0.397651,0.298939,0.687373,0.166861,5.86315,0.303064,0.57,0.811,63.4636,-5.31947,92.84,1.381,2.53714,-3.653460144996643,1.4871430397033691,1.79855,234.0399932861328,,,,592.6,4.357352941,592.6,4.357352941,Tyler Fitzgerald,26208,666149,1.162009538156303,0.9385152879612424,1.0700910525346143,1.2194594750678176,-1.171399032405314,1.1819057071095076,4.400582028424171,0.249,0.201,0.23,0.262,-0.252,0.254,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaMonte Wade Jr.,SFG,105,455.0,384.0,95,62.0,17.0,1.0,14,56,50.0,62,4.0,97,5,3.0,1.0,,3.0,1.0,0.24638,0.1364,0.212783,0.64103,0.356708,0.40576,0.334673,0.762468,0.15938,3.10718,0.291952,-0.392,-0.777994,62.1951,8.97006,116.892,-1.16999,-0.577662,8.020606994628906,-8.802661895751953,1.48409,471.9200134277344,,,,538.5,5.128571428,538.5,5.128571428,LaMonte Wade Jr.,18126,664774,0.49753240925143777,0.6014996498174707,0.4481247729025822,-0.3036084559744603,2.490668959979393,0.5946143394549955,4.328831675431419,0.107,0.129,0.096,-0.065,0.535,0.128,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ke'Bryan Hayes,PIT,138,595.0,542.0,139,96.0,28.0,3.0,13,64,63.0,42,1.0,118,5,4.0,2.0,,15.0,4.0,0.257097,0.0705001,0.198355,0.355423,0.313715,0.390556,0.307283,0.704271,0.133459,5.08391,0.304361,0.334,0.213285,68.2149,-1.38709,93.902,0.547285,2.149,-3.791444897651672,4.273999929428101,2.09619,356.4800109863281,,,,615.2,4.457971014,615.2,4.457971014,Ke'Bryan Hayes,18577,663647,0.3646369834704648,0.8711121603324881,0.8973226415257166,0.8386924923072483,0.14027799475388886,1.212815779091324,4.32485805148113,0.078,0.187,0.193,0.18,0.03,0.26,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerry Carpenter,DET,115,497.0,451.0,115,68.0,20.0,4.0,22,61,71.0,36,2.0,125,6,3.0,0.0,,3.0,1.0,0.254656,0.0725001,0.251546,0.288218,0.316789,0.465912,0.334926,0.782701,0.211256,4.30608,0.301218,-0.783,-0.699407,68.0372,9.89907,120.575,-1.48241,-0.0234507,10.21805989742279,-11.548451276496053,1.57368,197.16000366210935,,,,609.5,5.3,609.5,5.3,Kerry Carpenter,25961,681481,1.5606958154992219,0.7700074688893566,1.173752099139953,-0.3036084559744603,0.3083309761020878,0.7800747713458941,4.289252675002053,0.335,0.165,0.252,-0.065,0.066,0.167,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Norby,MIA,136,588.0,529.0,128,82.0,28.0,1.0,18,70,61.0,48,1.0,161,5,4.0,2.0,,9.0,3.0,0.242686,0.082,0.273139,0.300214,0.309429,0.399284,0.309418,0.708713,0.156599,4.21409,0.312425,0.049,-0.427829,68.423,-0.360101,95.3042,-0.378829,-0.1,-3.680626600980759,1.999999903142452,1.84871,261.7200012207031,,,,611.6,4.497058823,611.6,4.497058823,Connor Norby,29592,681393,1.0291141123753298,1.073321543218751,0.8282152771221575,0.26754201816639395,-0.09403400201201575,1.1819057071095076,4.286064655980124,0.221,0.23,0.178,0.057,-0.02,0.254,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Morel,TBR,120,518.0,459.0,105,61.0,19.0,3.0,22,60,64.0,49,2.0,143,6,3.0,1.0,,9.0,3.0,0.228485,0.0953999,0.275439,0.346356,0.309229,0.425913,0.318507,0.735142,0.197428,4.85551,0.278607,0.52,-0.355089,64.0667,3.47205,111.885,0.164911,0.853784,7.209235474467277,-6.096216082572937,1.89833,282.8399963378906,,,,581.7,4.8475,581.7,4.8475,Christopher Morel,21897,666624,1.5606958154992219,0.7363059050749794,0.9318763237274962,0.26754201816639395,-0.10496783293903132,0.8728049872913434,4.264257216820403,0.335,0.158,0.2,0.057,-0.023,0.187,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.P. Crawford,SEA,141,609.0,525.0,125,87.0,25.0,2.0,12,65,55.0,71,0.0,121,7,4.0,2.0,,5.0,1.0,0.238849,0.1161,0.198439,0.585066,0.335103,0.361122,0.311373,0.696224,0.122272,3.57626,0.286525,0.39,-0.942256,71.8248,0.585118,109.196,-0.552256,-5.286,5.8558074831962585,1.2390003204345703,2.82941,412.3200073242188,,,,612.4,4.343262411,612.4,4.343262411,J.P. Crawford,15491,641487,0.23174155768949178,0.9048137241468652,0.6208931839114801,-0.11322496459417553,1.3095418740887337,1.2746359230549569,4.228401298297352,0.05,0.194,0.133,-0.024,0.281,0.274,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Jung,TEX,136,588.0,544.0,134,84.0,25.0,3.0,23,66,73.0,34,0.0,162,6,4.0,1.0,,6.0,2.0,0.246981,0.0574,0.274715,0.208944,0.29618,0.429448,0.313214,0.725628,0.182467,4.15311,0.306342,-1.19,-0.539689,70.2195,1.43639,104.129,-1.72969,-0.859048,1.0484895706176758,0.8409523367881775,2.21951,223.32000732421875,,,,638.0,4.69117647,638.0,4.69117647,Josh Jung,26299,673962,1.6935912412801948,0.9385152879612424,1.2428594635435122,-0.018033218904033147,-0.8183456317720401,1.1819057071095076,4.220492849218384,0.364,0.201,0.267,-0.004,-0.176,0.254,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Larnach,MIN,118,511.0,448.0,109,67.0,22.0,1.0,18,61,62.0,55,2.0,136,4,4.0,1.0,,4.0,1.0,0.242227,0.108,0.266797,0.404802,0.327777,0.419098,0.325513,0.746875,0.176871,3.68864,0.303796,-0.692,-0.667535,66.0824,6.30659,113.439,-1.35954,-0.96363,6.498178482055664,-8.23863023519516,1.57953,339.6400146484375,,,,582.9,4.939830508,582.9,4.939830508,Trevor Larnach,21501,663616,1.0291141123753298,0.7700074688893566,0.862768959323937,-0.20841671028431788,0.9090356472322214,0.841894915309527,4.204404392846054,0.221,0.165,0.185,-0.045,0.195,0.181,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Burleson,STL,112,483.0,443.0,121,82.0,21.0,1.0,18,62,60.0,32,0.0,67,4,3.0,1.0,,7.0,2.0,0.273478,0.0654,0.138848,0.471019,0.325103,0.444056,0.332948,0.769159,0.170578,3.87958,0.286387,-0.797,-0.396714,65.3518,8.85141,115.231,-1.19371,-0.0941739,7.60349440574646,-9.16917373239994,1.49946,228.1199951171875,,,,586.1,5.233035714,586.1,5.233035714,Alec Burleson,27615,676475,1.0291141123753298,0.8037090327037337,0.7936615949203779,0.07715852678610922,0.7628503277380474,0.7182546273822613,4.18474822190586,0.221,0.173,0.17,0.017,0.164,0.154,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Encarnacion-Strand,CIN,113,490.0,446.0,115,69.0,22.0,1.0,23,61,68.0,33,1.0,126,6,4.0,2.0,,3.0,1.0,0.25745,0.0675,0.256635,0.26302,0.31475,0.464166,0.33438,0.778916,0.206716,3.24134,0.305822,-0.282,-0.630345,66.8636,9.54437,108.253,-0.912345,0.190286,3.923255205154419,-10.259714096784592,1.03082,225.47999572753903,,,,603.6,5.34159292,603.6,5.34159292,Christian Encarnacion-Strand,30011,687952,1.6935912412801948,0.7700074688893566,1.0700910525346143,-0.3036084559744603,0.19686056980118227,0.7491646993640777,4.1761065758949645,0.364,0.165,0.23,-0.065,0.042,0.161,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Carter,TEX,115,497.0,430.0,103,65.0,21.0,3.0,14,56,54.0,56,1.0,121,6,3.0,1.0,,11.0,4.0,0.239841,0.1128,0.244132,0.462045,0.333281,0.39996,0.322334,0.733241,0.160119,5.32109,0.299658,0.152,-0.127009,63.0003,4.86219,110.544,0.0249908,-2.36199,6.021309090778232,-3.5869858264923096,1.96249,289.239990234375,,,,552.1,4.800869565,552.1,4.800869565,Evan Carter,27790,694497,0.49753240925143777,0.6014996498174707,0.5863395017097005,0.4579255095466787,1.2099346743436394,0.7800747713458941,4.13330651601482,0.107,0.129,0.126,0.098,0.26,0.167,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Conforto,LAD,117,504.0,446.0,109,68.0,20.0,2.0,20,61,66.0,47,2.0,121,6,3.0,1.0,,2.0,1.0,0.244212,0.0938,0.240622,0.389823,0.322661,0.429171,0.326354,0.751832,0.184959,3.28744,0.289048,-0.23,-0.773278,65.5183,6.5614,111.024,-1.00328,-2.35286,5.640519857406616,-7.852861166000366,1.5049,285.7200012207031,,,,581.8,4.972649572,581.8,4.972649572,Michael Conforto,16376,624424,1.2949049639372758,0.7700074688893566,1.0009836881310552,-0.3988002016646026,0.62934825211921,0.8109848433277106,4.107429014740005,0.278,0.165,0.215,-0.086,0.135,0.174,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brayan Rocchio,CLE,130,560.0,494.0,121,81.0,27.0,1.0,11,63,56.0,53,1.0,101,7,4.0,2.0,,14.0,4.0,0.245027,0.0947001,0.179565,0.527386,0.324096,0.37466,0.308859,0.698757,0.129633,4.61192,0.283892,-0.335,0.0883708,64.9126,-0.59508,102.292,-0.246629,1.014,1.2217061817646029,7.014000058174133,2.77854,433.8800048828125,,,,566.4,4.356923076,566.4,4.356923076,Brayan Rocchio,23690,677587,0.09884613190851875,0.8374105965181109,0.6554468661132596,0.7435007466171057,0.7077984890205344,1.058265419182242,4.101268249359772,0.021,0.18,0.141,0.16,0.152,0.227,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff McNeil,NYM,136,588.0,532.0,144,102.0,30.0,1.0,11,63,63.0,39,1.0,75,11,4.0,1.0,,6.0,2.0,0.270653,0.0665001,0.126892,0.524067,0.331268,0.394867,0.318658,0.726134,0.124214,3.70788,0.294981,-1.066,-0.627161,72.7957,4.0126,107.659,-1.69316,-0.803405,3.691941499710083,0.0965952277183532,2.41355,410.9599914550781,,,,626.3,4.605147058,626.3,4.605147058,Jeff McNeil,15362,643446,0.09884613190851875,0.8374105965181109,0.8973226415257166,-0.018033218904033147,1.099885666063247,1.1819057071095076,4.097337524221068,0.021,0.18,0.193,-0.004,0.236,0.254,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilyer Abreu,BOS,112,483.0,423.0,103,61.0,24.0,1.0,16,57,56.0,52,0.0,130,3,3.0,1.0,,9.0,3.0,0.24285,0.108,0.269097,0.401342,0.328502,0.421476,0.327328,0.749978,0.178625,4.41204,0.309169,-0.089,-0.215901,63.1671,6.66672,108.245,-0.304901,1.16,4.25145298242569,-3.815000414848328,1.70796,285.5199890136719,,,,553.2,4.939285714,553.2,4.939285714,Wilyer Abreu,23772,677800,0.7633232608133838,0.6352012136318479,0.6554468661132596,0.26754201816639395,0.9486707843426478,0.7182546273822613,3.9884387704497946,0.164,0.136,0.141,0.057,0.204,0.154,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeimer Candelario,CIN,125,539.0,484.0,116,68.0,26.0,2.0,20,62,67.0,42,1.0,129,8,4.0,1.0,,6.0,2.0,0.240427,0.0775999,0.238899,0.324823,0.309244,0.425903,0.318455,0.735146,0.185476,4.29998,0.284628,-0.435,-0.490249,66.6415,3.59033,97.5342,-0.925249,0.952545,-2.514565408229828,-7.02245444059372,0.868795,297.5199890136719,,,,596.2,4.7696,596.2,4.7696,Jeimer Candelario,13621,600869,1.2949049639372758,0.8037090327037337,1.0355373703328348,-0.018033218904033147,-0.10414779561950294,0.9655352032367926,3.977505555687101,0.278,0.173,0.222,-0.004,-0.022,0.207,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Wilson,ATH,126,546.0,500.0,144,100.0,31.0,3.0,9,63,57.0,34,0.0,59,6,4.0,2.0,,7.0,1.0,0.287594,0.0631,0.108237,0.582978,0.338494,0.418056,0.3298,0.75655,0.130461,4.46841,0.308584,-0.029,-0.39489,72.4924,8.62242,119.749,-0.42389,-0.035,11.913953751325607,5.814999904483557,3.71078,351.1199951171875,,,,628.5,4.988095238,628.5,4.988095238,Jacob Wilson,33266,805779,-0.16694471965342725,0.8374105965181109,0.6900005483150392,0.07715852678610922,1.4949249774562532,0.996445275218609,3.928995204640694,-0.036,0.18,0.148,0.017,0.321,0.214,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Winker,,97,420.0,353.0,86,56.0,16.0,2.0,12,51,47.0,57,1.0,90,6,3.0,1.0,,7.0,2.0,0.242303,0.1361,0.215122,0.632664,0.354413,0.395836,0.332322,0.750249,0.153533,4.53759,0.290721,-1.389,-0.395482,56.616,7.48519,116.856,-1.78448,-0.1589,6.681064367294312,-9.25890038907528,1.17825,444.8399963378906,,,,495.9,5.112371134,495.9,5.112371134,Jesse Winker,13590,608385,0.23174155768949178,0.4329918307455849,0.3444637262972435,0.07715852678610922,2.365203250091908,0.4400639795459134,3.8916228711562506,0.05,0.093,0.074,0.017,0.508,0.094,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shea Langeliers,ATH,128,506.0,458.0,105,58.0,19.0,2.0,26,62,72.0,40,2.0,137,5,3.0,1.0,,4.0,1.0,0.229527,0.0791001,0.271402,0.291449,0.29596,0.45075,0.320183,0.746711,0.221223,4.01269,0.265369,-0.778859,-0.532886,63.2901,4.07585,112.984,-1.31175,1.13282,6.208695888519287,10.70781672000885,2.67701,122.27999877929688,,,,580.7,4.53671875,580.7,4.53671875,Shea Langeliers,25816,669127,2.092277518623114,0.8037090327037337,1.2083057813417326,-0.20841671028431788,-0.830372845791755,0.8198162924653724,3.8853190690578803,0.449,0.173,0.259,-0.045,-0.178,0.176,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Moore,SEA,112,483.0,414.0,84,50.0,19.0,3.0,12,55,46.0,53,1.0,140,12,3.0,2.0,,29.0,7.0,0.204155,0.1092,0.289804,0.376806,0.309068,0.353339,0.295574,0.662407,0.149184,6.62655,0.272264,0.181,1.95546,50.8228,-5.6776,98.0831,2.13646,0.985,1.0770548582077026,1.1600000262260437,1.89392,362.3200073242188,,,,471.9,4.213392857,471.9,4.213392857,Dylan Moore,18042,664238,0.23174155768949178,0.5677980860030936,0.3099100440954639,2.171376931969241,-0.11376956683527553,0.7182546273822613,3.8853116803042758,0.05,0.122,0.067,0.466,-0.024,0.154,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Miranda,MIN,128,553.0,508.0,136,89.0,28.0,3.0,16,61,67.0,33,1.0,93,7,4.0,1.0,,4.0,1.0,0.268385,0.0600999,0.167945,0.357855,0.320141,0.428916,0.324485,0.749056,0.160531,3.84012,0.298934,-0.76,-0.743448,71.0562,6.36736,112.716,-1.50345,1.82282,6.542526006698608,-7.952176928520203,1.75829,353.239990234375,,,,627.1,4.89921875,627.1,4.89921875,Jose Miranda,20538,669304,0.7633232608133838,0.7700074688893566,1.0355373703328348,-0.20841671028431788,0.49158198243883894,1.0273553472004255,3.879388719390522,0.164,0.165,0.222,-0.045,0.106,0.221,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Mountcastle,BAL,122,525.0,481.0,125,80.0,23.0,2.0,20,61,68.0,36,1.0,125,3,3.0,1.0,,3.0,1.0,0.259437,0.0694,0.237921,0.291693,0.313647,0.441126,0.325807,0.754773,0.181689,3.46815,0.307928,-0.29,-0.695803,68.0171,6.6036,115.594,-0.985803,0.626107,8.381797015666962,-9.848893702030182,1.65596,245.67999267578125,,,,605.0,4.959016393,605.0,4.959016393,Ryan Mountcastle,18373,663624,1.2949049639372758,0.7700074688893566,1.0700910525346143,-0.3036084559744603,0.1365604922387035,0.9037150592731599,3.871670580898649,0.278,0.165,0.23,-0.065,0.029,0.194,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colt Keith,DET,126,546.0,495.0,130,88.0,24.0,4.0,15,60,61.0,43,2.0,105,4,4.0,1.0,,5.0,2.0,0.263693,0.0785999,0.192612,0.408074,0.325098,0.419184,0.322988,0.744282,0.155492,4.23357,0.304877,0.0,-0.611562,69.4989,5.62891,112.178,-0.611562,7.728,6.996346116065979,-1.872000217437744,2.40901,245.0800018310547,,,,611.3,4.851587301,611.3,4.851587301,Colt Keith,27899,690993,0.6304278350324108,0.7363059050749794,0.8282152771221575,-0.11322496459417553,0.7625769819648732,0.996445275218609,3.8407463098188543,0.135,0.158,0.178,-0.024,0.164,0.214,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Benintendi,CHW,128,553.0,499.0,129,90.0,24.0,1.0,14,60,60.0,46,2.0,94,3,4.0,1.0,,7.0,2.0,0.258641,0.0835,0.169409,0.492891,0.323276,0.396536,0.314473,0.719812,0.137895,3.61844,0.290896,0.248,-0.708159,66.6002,1.9113,104.486,-0.460159,-6.446,2.378577440977097,-12.371000289916992,0.871883,357.79998779296875,,,,585.0,4.5703125,585.0,4.5703125,Andrew Benintendi,17901,643217,0.49753240925143777,0.7363059050749794,0.7936615949203779,0.07715852678610922,0.6629697822197789,1.0273553472004255,3.7949835654531086,0.107,0.158,0.17,0.017,0.142,0.221,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Alvarez,NYM,123,488.0,433.0,102,61.0,18.0,2.0,22,59,64.0,45,0.0,114,5,3.0,1.0,,3.0,1.0,0.236628,0.0922001,0.233443,0.394957,0.313996,0.439287,0.326282,0.753283,0.202659,3.41945,0.267369,-0.76836,-0.651955,63.3581,6.31959,112.79,-1.42032,-7.54827,6.0374274253845215,1.351728916168213,3.65382,155.0800018310547,,,,561.5,4.56504065,561.5,4.56504065,Francisco Alvarez,26121,682626,1.5606958154992219,0.7026043412606022,0.9318763237274962,-0.3036084559744603,0.15564002720634182,0.7403332502264158,3.787541301945617,0.335,0.151,0.2,-0.065,0.033,0.159,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJ Melendez,KCR,115,497.0,440.0,103,59.0,22.0,3.0,19,58,62.0,49,1.0,123,3,3.0,1.0,,7.0,2.0,0.234236,0.098,0.247433,0.396068,0.313197,0.42626,0.320613,0.739456,0.192024,4.56095,0.278763,-0.324,-0.541705,62.3118,4.1737,104.848,-0.865705,-1.97476,1.8910378217697144,-7.499760866165161,1.13182,402.8800048828125,,,,560.0,4.869565217,560.0,4.869565217,MJ Melendez,22197,669004,1.162009538156303,0.6689027774462251,0.862768959323937,0.07715852678610922,0.11195937265292233,0.7800747713458941,3.662873945711391,0.249,0.144,0.185,0.017,0.024,0.167,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
